Province/State,Country/Region,Lat,Long,Date,Confirmed,Deaths,Recovered,Active,WHO Region
,Afghanistan,33.93911,67.709953,2020-01-22,0,0,0,0,Eastern Mediterranean
,Albania,41.1533,20.1683,2020-01-22,0,0,0,0,Europe
,Algeria,28.0339,1.6596,2020-01-22,0,0,0,0,Africa
,Andorra,42.5063,1.5218,2020-01-22,0,0,0,0,Europe
,Angola,-11.2027,17.8739,2020-01-22,0,0,0,0,Africa
,Antarctica,-71.9499,23.347,2020-01-22,0,0,0,0,
,Antigua and Barbuda,17.0608,-61.7964,2020-01-22,0,0,0,0,Americas
,Argentina,-38.4161,-63.6167,2020-01-22,0,0,0,0,Americas
,Armenia,40.0691,45.0382,2020-01-22,0,0,0,0,Europe
Australian Capital Territory,Australia,-35.4735,149.0124,2020-01-22,0,0,0,0,Western Pacific
New South Wales,Australia,-33.8688,151.2093,2020-01-22,0,0,0,0,Western Pacific
Northern Territory,Australia,-12.4634,130.8456,2020-01-22,0,0,0,0,Western Pacific
Queensland,Australia,-27.4698,153.0251,2020-01-22,0,0,0,0,Western Pacific
South Australia,Australia,-34.9285,138.6007,2020-01-22,0,0,0,0,Western Pacific
Tasmania,Australia,-42.8821,147.3272,2020-01-22,0,0,0,0,Western Pacific
Victoria,Australia,-37.8136,144.9631,2020-01-22,0,0,0,0,Western Pacific
Western Australia,Australia,-31.9505,115.8605,2020-01-22,0,0,0,0,Western Pacific
,Austria,47.5162,14.5501,2020-01-22,0,0,0,0,Europe
,Azerbaijan,40.1431,47.5769,2020-01-22,0,0,0,0,Europe
,Bahamas,25.025885,-78.035889,2020-01-22,0,0,0,0,Americas
,Bahrain,26.0275,50.55,2020-01-22,0,0,0,0,Eastern Mediterranean
,Bangladesh,23.685,90.3563,2020-01-22,0,0,0,0,South-East Asia
,Barbados,13.1939,-59.5432,2020-01-22,0,0,0,0,Americas
,Belarus,53.7098,27.9534,2020-01-22,0,0,0,0,Europe
,Belgium,50.8333,4.469936,2020-01-22,0,0,0,0,Europe
,Belize,17.1899,-88.4976,2020-01-22,0,0,0,0,Americas
,Benin,9.3077,2.3158,2020-01-22,0,0,0,0,Africa
,Bhutan,27.5142,90.4336,2020-01-22,0,0,0,0,South-East Asia
,Bolivia,-16.2902,-63.5887,2020-01-22,0,0,0,0,Americas
,Bosnia and Herzegovina,43.9159,17.6791,2020-01-22,0,0,0,0,Europe
,Botswana,-22.3285,24.6849,2020-01-22,0,0,0,0,Africa
,Brazil,-14.235,-51.9253,2020-01-22,0,0,0,0,Americas
,Brunei,4.5353,114.7277,2020-01-22,0,0,0,0,Western Pacific
,Bulgaria,42.7339,25.4858,2020-01-22,0,0,0,0,Europe
,Burkina Faso,12.2383,-1.5616,2020-01-22,0,0,0,0,Africa
,Burma,21.9162,95.956,2020-01-22,0,0,0,0,South-East Asia
,Burundi,-3.3731,29.9189,2020-01-22,0,0,0,0,Africa
,Cabo Verde,16.5388,-23.0418,2020-01-22,0,0,0,0,Africa
,Cambodia,11.55,104.9167,2020-01-22,0,0,0,0,Western Pacific
,Cameroon,3.848,11.5021,2020-01-22,0,0,0,0,Africa
Alberta,Canada,53.9333,-116.5765,2020-01-22,0,0,0,0,Americas
British Columbia,Canada,53.7267,-127.6476,2020-01-22,0,0,0,0,Americas
Manitoba,Canada,53.7609,-98.8139,2020-01-22,0,0,0,0,Americas
New Brunswick,Canada,46.5653,-66.4619,2020-01-22,0,0,0,0,Americas
Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-01-22,0,0,0,0,Americas
Northwest Territories,Canada,64.8255,-124.8457,2020-01-22,0,0,0,0,Americas
Nova Scotia,Canada,44.682,-63.7443,2020-01-22,0,0,0,0,Americas
Nunavut,Canada,70.2998,-83.1076,2020-01-22,0,0,0,0,Americas
Ontario,Canada,51.2538,-85.3232,2020-01-22,0,0,0,0,Americas
Prince Edward Island,Canada,46.5107,-63.4168,2020-01-22,0,0,0,0,Americas
Quebec,Canada,52.9399,-73.5491,2020-01-22,0,0,0,0,Americas
Repatriated Travellers,Canada,,,2020-01-22,0,0,0,0,Americas
Saskatchewan,Canada,52.9399,-106.4509,2020-01-22,0,0,0,0,Americas
Yukon,Canada,64.2823,-135.0,2020-01-22,0,0,0,0,Americas
,Central African Republic,6.6111,20.9394,2020-01-22,0,0,0,0,Africa
,Chad,15.4542,18.7322,2020-01-22,0,0,0,0,Africa
,Chile,-35.6751,-71.543,2020-01-22,0,0,0,0,Americas
Anhui,China,31.8257,117.2264,2020-01-22,1,0,0,1,Western Pacific
Beijing,China,40.1824,116.4142,2020-01-22,14,0,0,14,Western Pacific
Chongqing,China,30.0572,107.874,2020-01-22,6,0,0,6,Western Pacific
Fujian,China,26.0789,117.9874,2020-01-22,1,0,0,1,Western Pacific
Gansu,China,35.7518,104.2861,2020-01-22,0,0,0,0,Western Pacific
Guangdong,China,23.3417,113.4244,2020-01-22,26,0,0,26,Western Pacific
Guangxi,China,23.8298,108.7881,2020-01-22,2,0,0,2,Western Pacific
Guizhou,China,26.8154,106.8748,2020-01-22,1,0,0,1,Western Pacific
Hainan,China,19.1959,109.7453,2020-01-22,4,0,0,4,Western Pacific
Hebei,China,39.549,116.1306,2020-01-22,1,0,0,1,Western Pacific
Heilongjiang,China,47.862,127.7615,2020-01-22,0,0,0,0,Western Pacific
Henan,China,37.8957,114.9042,2020-01-22,5,0,0,5,Western Pacific
Hong Kong,China,22.3,114.2,2020-01-22,0,0,0,0,Western Pacific
Hubei,China,30.9756,112.2707,2020-01-22,444,17,28,399,Western Pacific
Hunan,China,27.6104,111.7088,2020-01-22,4,0,0,4,Western Pacific
Inner Mongolia,China,44.0935,113.9448,2020-01-22,0,0,0,0,Western Pacific
Jiangsu,China,32.9711,119.455,2020-01-22,1,0,0,1,Western Pacific
Jiangxi,China,27.614,115.7221,2020-01-22,2,0,0,2,Western Pacific
Jilin,China,43.6661,126.1923,2020-01-22,0,0,0,0,Western Pacific
Liaoning,China,41.2956,122.6085,2020-01-22,2,0,0,2,Western Pacific
Macau,China,22.1667,113.55,2020-01-22,1,0,0,1,Western Pacific
Ningxia,China,37.2692,106.1655,2020-01-22,1,0,0,1,Western Pacific
Qinghai,China,35.7452,95.9956,2020-01-22,0,0,0,0,Western Pacific
Shaanxi,China,35.1917,108.8701,2020-01-22,0,0,0,0,Western Pacific
Shandong,China,36.3427,118.1498,2020-01-22,2,0,0,2,Western Pacific
Shanghai,China,31.202,121.4491,2020-01-22,9,0,0,9,Western Pacific
Shanxi,China,37.5777,112.2922,2020-01-22,1,0,0,1,Western Pacific
Sichuan,China,30.6171,102.7103,2020-01-22,5,0,0,5,Western Pacific
Tianjin,China,39.3054,117.323,2020-01-22,4,0,0,4,Western Pacific
Tibet,China,31.6927,88.0924,2020-01-22,0,0,0,0,Western Pacific
Unknown,China,,,2020-01-22,0,0,0,0,Western Pacific
Xinjiang,China,41.1129,85.2401,2020-01-22,0,0,0,0,Western Pacific
Yunnan,China,24.974,101.487,2020-01-22,1,0,0,1,Western Pacific
Zhejiang,China,29.1832,120.0934,2020-01-22,10,0,0,10,Western Pacific
,Colombia,4.5709,-74.2973,2020-01-22,0,0,0,0,Americas
,Comoros,-11.6455,43.3333,2020-01-22,0,0,0,0,Africa
,Congo (Brazzaville),-0.228,15.8277,2020-01-22,0,0,0,0,Africa
,Congo (Kinshasa),-4.0383,21.7587,2020-01-22,0,0,0,0,Africa
,Costa Rica,9.7489,-83.7534,2020-01-22,0,0,0,0,Americas
,Cote d'Ivoire,7.54,-5.5471,2020-01-22,0,0,0,0,Africa
,Croatia,45.1,15.2,2020-01-22,0,0,0,0,Europe
,Cuba,21.521757,-77.781167,2020-01-22,0,0,0,0,Americas
,Cyprus,35.1264,33.4299,2020-01-22,0,0,0,0,Europe
,Czechia,49.8175,15.473,2020-01-22,0,0,0,0,Europe
Faroe Islands,Denmark,61.8926,-6.9118,2020-01-22,0,0,0,0,Europe
Greenland,Greenland,71.7069,-42.6043,2020-01-22,0,0,0,0,Europe
,Denmark,56.2639,9.5018,2020-01-22,0,0,0,0,Europe
,Djibouti,11.8251,42.5903,2020-01-22,0,0,0,0,Eastern Mediterranean
,Dominica,15.415,-61.371,2020-01-22,0,0,0,0,Americas
,Dominican Republic,18.7357,-70.1627,2020-01-22,0,0,0,0,Americas
,Ecuador,-1.8312,-78.1834,2020-01-22,0,0,0,0,Americas
,Egypt,26.820553,30.802498,2020-01-22,0,0,0,0,Eastern Mediterranean
,El Salvador,13.7942,-88.8965,2020-01-22,0,0,0,0,Americas
,Equatorial Guinea,1.6508,10.2679,2020-01-22,0,0,0,0,Africa
,Eritrea,15.1794,39.7823,2020-01-22,0,0,0,0,Africa
,Estonia,58.5953,25.0136,2020-01-22,0,0,0,0,Europe
,Eswatini,-26.5225,31.4659,2020-01-22,0,0,0,0,Africa
,Ethiopia,9.145,40.4897,2020-01-22,0,0,0,0,Africa
,Fiji,-17.7134,178.065,2020-01-22,0,0,0,0,Western Pacific
,Finland,61.92411,25.748151,2020-01-22,0,0,0,0,Europe
French Guiana,France,3.9339,-53.1258,2020-01-22,0,0,0,0,Europe
French Polynesia,France,-17.6797,149.4068,2020-01-22,0,0,0,0,Europe
Guadeloupe,France,16.265,-61.551,2020-01-22,0,0,0,0,Europe
Martinique,France,14.6415,-61.0242,2020-01-22,0,0,0,0,Europe
Mayotte,France,-12.8275,45.166244,2020-01-22,0,0,0,0,Europe
New Caledonia,France,-20.904305,165.618042,2020-01-22,0,0,0,0,Europe
Reunion,France,-21.1151,55.5364,2020-01-22,0,0,0,0,Europe
Saint Barthelemy,France,17.9,-62.8333,2020-01-22,0,0,0,0,Europe
Saint Pierre and Miquelon,France,46.8852,-56.3159,2020-01-22,0,0,0,0,Europe
St Martin,France,18.0708,-63.0501,2020-01-22,0,0,0,0,Europe
Wallis and Futuna,France,-14.2938,-178.1165,2020-01-22,0,0,0,0,Europe
,France,46.2276,2.2137,2020-01-22,0,0,0,0,Europe
,Gabon,-0.8037,11.6094,2020-01-22,0,0,0,0,Africa
,Gambia,13.4432,-15.3101,2020-01-22,0,0,0,0,Africa
,Georgia,42.3154,43.3569,2020-01-22,0,0,0,0,Europe
,Germany,51.165691,10.451526,2020-01-22,0,0,0,0,Europe
,Ghana,7.9465,-1.0232,2020-01-22,0,0,0,0,Africa
,Greece,39.0742,21.8243,2020-01-22,0,0,0,0,Europe
,Grenada,12.1165,-61.679,2020-01-22,0,0,0,0,Americas
,Guatemala,15.7835,-90.2308,2020-01-22,0,0,0,0,Americas
,Guinea,9.9456,-9.6966,2020-01-22,0,0,0,0,Africa
,Guinea-Bissau,11.8037,-15.1804,2020-01-22,0,0,0,0,Africa
,Guyana,4.860416,-58.93018,2020-01-22,0,0,0,0,Americas
,Haiti,18.9712,-72.2852,2020-01-22,0,0,0,0,Americas
,Holy See,41.9029,12.4534,2020-01-22,0,0,0,0,Europe
,Honduras,15.2,-86.2419,2020-01-22,0,0,0,0,Americas
,Hungary,47.1625,19.5033,2020-01-22,0,0,0,0,Europe
,Iceland,64.9631,-19.0208,2020-01-22,0,0,0,0,Europe
,India,20.593684,78.96288,2020-01-22,0,0,0,0,South-East Asia
,Indonesia,-0.7893,113.9213,2020-01-22,0,0,0,0,South-East Asia
,Iran,32.427908,53.688046,2020-01-22,0,0,0,0,Eastern Mediterranean
,Iraq,33.223191,43.679291,2020-01-22,0,0,0,0,Eastern Mediterranean
,Ireland,53.1424,-7.6921,2020-01-22,0,0,0,0,Europe
,Israel,31.046051,34.851612,2020-01-22,0,0,0,0,Europe
,Italy,41.87194,12.56738,2020-01-22,0,0,0,0,Europe
,Jamaica,18.1096,-77.2975,2020-01-22,0,0,0,0,Americas
,Japan,36.204824,138.252924,2020-01-22,2,0,0,2,Western Pacific
,Jordan,31.24,36.51,2020-01-22,0,0,0,0,Eastern Mediterranean
,Kazakhstan,48.0196,66.9237,2020-01-22,0,0,0,0,Europe
,Kenya,-0.0236,37.9062,2020-01-22,0,0,0,0,Africa
,Kiribati,-3.3704,-168.734,2020-01-22,0,0,0,0,Western Pacific
,South Korea,35.907757,127.766922,2020-01-22,1,0,0,1,Western Pacific
,Kosovo,42.602636,20.902977,2020-01-22,0,0,0,0,Europe
,Kuwait,29.31166,47.481766,2020-01-22,0,0,0,0,Eastern Mediterranean
,Kyrgyzstan,41.20438,74.766098,2020-01-22,0,0,0,0,Europe
,Laos,19.85627,102.495496,2020-01-22,0,0,0,0,Western Pacific
,Latvia,56.8796,24.6032,2020-01-22,0,0,0,0,Europe
,Lebanon,33.8547,35.8623,2020-01-22,0,0,0,0,Eastern Mediterranean
,Lesotho,-29.61,28.2336,2020-01-22,0,0,0,0,Africa
,Liberia,6.428055,-9.429499,2020-01-22,0,0,0,0,Africa
,Libya,26.3351,17.228331,2020-01-22,0,0,0,0,Eastern Mediterranean
,Liechtenstein,47.14,9.55,2020-01-22,0,0,0,0,Europe
,Lithuania,55.1694,23.8813,2020-01-22,0,0,0,0,Europe
,Luxembourg,49.8153,6.1296,2020-01-22,0,0,0,0,Europe
,Madagascar,-18.766947,46.869107,2020-01-22,0,0,0,0,Africa
,Malawi,-13.2543,34.3015,2020-01-22,0,0,0,0,Africa
,Malaysia,4.210484,101.975766,2020-01-22,0,0,0,0,Western Pacific
,Maldives,3.2028,73.2207,2020-01-22,0,0,0,0,South-East Asia
,Mali,17.570692,-3.996166,2020-01-22,0,0,0,0,Africa
,Malta,35.9375,14.3754,2020-01-22,0,0,0,0,Europe
,Marshall Islands,7.1315,171.1845,2020-01-22,0,0,0,0,Western Pacific
,Mauritania,21.0079,-10.9408,2020-01-22,0,0,0,0,Africa
,Mauritius,-20.348404,57.552152,2020-01-22,0,0,0,0,Africa
,Mexico,23.6345,-102.5528,2020-01-22,0,0,0,0,Americas
,Micronesia,7.4256,150.5508,2020-01-22,0,0,0,0,Western Pacific
,Moldova,47.4116,28.3699,2020-01-22,0,0,0,0,Europe
,Monaco,43.7333,7.4167,2020-01-22,0,0,0,0,Europe
,Mongolia,46.8625,103.8467,2020-01-22,0,0,0,0,Western Pacific
,Montenegro,42.708678,19.37439,2020-01-22,0,0,0,0,Europe
,Morocco,31.7917,-7.0926,2020-01-22,0,0,0,0,Eastern Mediterranean
,Mozambique,-18.665695,35.529562,2020-01-22,0,0,0,0,Africa
,Namibia,-22.9576,18.4904,2020-01-22,0,0,0,0,Africa
,Nepal,28.1667,84.25,2020-01-22,0,0,0,0,South-East Asia
Aruba,Netherlands,12.5211,-69.9683,2020-01-22,0,0,0,0,Europe
Curacao,Netherlands,12.1696,-68.99,2020-01-22,0,0,0,0,Europe
Sint Maarten,Netherlands,18.0425,-63.0548,2020-01-22,0,0,0,0,Europe
,Netherlands,52.1326,5.2913,2020-01-22,0,0,0,0,Europe
Cook Islands,New Zealand,-21.2367,-159.7777,2020-01-22,0,0,0,0,Western Pacific
,New Zealand,-40.9006,174.886,2020-01-22,0,0,0,0,Western Pacific
,Nicaragua,12.865416,-85.207229,2020-01-22,0,0,0,0,Americas
,Niger,17.607789,8.081666,2020-01-22,0,0,0,0,Africa
,Nigeria,9.082,8.6753,2020-01-22,0,0,0,0,Africa
,North Macedonia,41.6086,21.7453,2020-01-22,0,0,0,0,Europe
,Norway,60.472,8.4689,2020-01-22,0,0,0,0,Europe
,Oman,21.512583,55.923255,2020-01-22,0,0,0,0,Eastern Mediterranean
,Pakistan,30.3753,69.3451,2020-01-22,0,0,0,0,Eastern Mediterranean
,Palau,7.515,134.5825,2020-01-22,0,0,0,0,Western Pacific
,Panama,8.538,-80.7821,2020-01-22,0,0,0,0,Americas
,Papua New Guinea,-6.314993,143.95555,2020-01-22,0,0,0,0,Western Pacific
,Paraguay,-23.4425,-58.4438,2020-01-22,0,0,0,0,Americas
,Peru,-9.19,-75.0152,2020-01-22,0,0,0,0,Americas
,Philippines,12.879721,121.774017,2020-01-22,0,0,0,0,Western Pacific
,Poland,51.9194,19.1451,2020-01-22,0,0,0,0,Europe
,Portugal,39.3999,-8.2245,2020-01-22,0,0,0,0,Europe
,Qatar,25.3548,51.1839,2020-01-22,0,0,0,0,Eastern Mediterranean
,Romania,45.9432,24.9668,2020-01-22,0,0,0,0,Europe
,Russia,61.52401,105.318756,2020-01-22,0,0,0,0,Europe
,Rwanda,-1.9403,29.8739,2020-01-22,0,0,0,0,Africa
,Saint Kitts and Nevis,17.357822,-62.782998,2020-01-22,0,0,0,0,Americas
,Saint Lucia,13.9094,-60.9789,2020-01-22,0,0,0,0,Americas
,Saint Vincent and the Grenadines,12.9843,-61.2872,2020-01-22,0,0,0,0,Americas
,Samoa,-13.759,-172.1046,2020-01-22,0,0,0,0,Western Pacific
,San Marino,43.9424,12.4578,2020-01-22,0,0,0,0,Europe
,Sao Tome and Principe,0.1864,6.6131,2020-01-22,0,0,0,0,Africa
,Saudi Arabia,23.885942,45.079162,2020-01-22,0,0,0,0,Eastern Mediterranean
,Senegal,14.4974,-14.4524,2020-01-22,0,0,0,0,Africa
,Serbia,44.0165,21.0059,2020-01-22,0,0,0,0,Europe
,Seychelles,-4.6796,55.492,2020-01-22,0,0,0,0,Africa
,Sierra Leone,8.460555,-11.779889,2020-01-22,0,0,0,0,Africa
,Singapore,1.2833,103.8333,2020-01-22,0,0,0,0,Western Pacific
,Slovakia,48.669,19.699,2020-01-22,0,0,0,0,Europe
,Slovenia,46.1512,14.9955,2020-01-22,0,0,0,0,Europe
,Solomon Islands,-9.6457,160.1562,2020-01-22,0,0,0,0,Western Pacific
,Somalia,5.152149,46.199616,2020-01-22,0,0,0,0,Eastern Mediterranean
,South Africa,-30.5595,22.9375,2020-01-22,0,0,0,0,Africa
,South Sudan,6.877,31.307,2020-01-22,0,0,0,0,Africa
,Spain,40.463667,-3.74922,2020-01-22,0,0,0,0,Europe
,Sri Lanka,7.873054,80.771797,2020-01-22,0,0,0,0,South-East Asia
,Sudan,12.8628,30.2176,2020-01-22,0,0,0,0,Eastern Mediterranean
,Summer Olympics 2020,35.6491,139.7737,2020-01-22,0,0,0,0,
,Suriname,3.9193,-56.0278,2020-01-22,0,0,0,0,Americas
,Sweden,60.128161,18.643501,2020-01-22,0,0,0,0,Europe
,Switzerland,46.8182,8.2275,2020-01-22,0,0,0,0,Europe
,Syria,34.802075,38.996815,2020-01-22,0,0,0,0,Eastern Mediterranean
,Taiwan*,23.7,121.0,2020-01-22,1,0,0,1,Western Pacific
,Tajikistan,38.861,71.2761,2020-01-22,0,0,0,0,Europe
,Tanzania,-6.369028,34.888822,2020-01-22,0,0,0,0,Africa
,Thailand,15.870032,100.992541,2020-01-22,4,0,2,2,South-East Asia
,Timor-Leste,-8.874217,125.727539,2020-01-22,0,0,0,0,South-East Asia
,Togo,8.6195,0.8248,2020-01-22,0,0,0,0,Africa
,Tonga,-21.179,-175.1982,2020-01-22,0,0,0,0,Western Pacific
,Trinidad and Tobago,10.6918,-61.2225,2020-01-22,0,0,0,0,Americas
,Tunisia,33.886917,9.537499,2020-01-22,0,0,0,0,Eastern Mediterranean
,Turkey,38.9637,35.2433,2020-01-22,0,0,0,0,Europe
,US,40.0,-100.0,2020-01-22,1,0,0,1,Americas
,Uganda,1.373333,32.290275,2020-01-22,0,0,0,0,Africa
,Ukraine,48.3794,31.1656,2020-01-22,0,0,0,0,Europe
,United Arab Emirates,23.424076,53.847818,2020-01-22,0,0,0,0,Eastern Mediterranean
Anguilla,United Kingdom,18.2206,-63.0686,2020-01-22,0,0,0,0,Europe
Bermuda,United Kingdom,32.3078,-64.7505,2020-01-22,0,0,0,0,Europe
British Virgin Islands,United Kingdom,18.4207,-64.64,2020-01-22,0,0,0,0,Europe
Cayman Islands,United Kingdom,19.3133,-81.2546,2020-01-22,0,0,0,0,Europe
Channel Islands,United Kingdom,49.3723,-2.3644,2020-01-22,0,0,0,0,Europe
Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,2020-01-22,0,0,0,0,Europe
Gibraltar,United Kingdom,36.1408,-5.3536,2020-01-22,0,0,0,0,Europe
Guernsey,United Kingdom,49.448196,-2.58949,2020-01-22,0,0,0,0,Europe
Isle of Man,United Kingdom,54.2361,-4.5481,2020-01-22,0,0,0,0,Europe
Jersey,United Kingdom,49.2138,-2.1358,2020-01-22,0,0,0,0,Europe
Montserrat,United Kingdom,16.742498,-62.187366,2020-01-22,0,0,0,0,Europe
Turks and Caicos Islands,United Kingdom,21.694,-71.7979,2020-01-22,0,0,0,0,Europe
,United Kingdom,55.3781,-3.436,2020-01-22,0,0,0,0,Europe
,Uruguay,-32.5228,-55.7658,2020-01-22,0,0,0,0,Americas
,Uzbekistan,41.377491,64.585262,2020-01-22,0,0,0,0,Europe
,Vanuatu,-15.3767,166.9592,2020-01-22,0,0,0,0,Western Pacific
,Venezuela,6.4238,-66.5897,2020-01-22,0,0,0,0,Americas
,Vietnam,14.058324,108.277199,2020-01-22,0,0,0,0,Western Pacific
,West Bank and Gaza,31.9522,35.2332,2020-01-22,0,0,0,0,Eastern Mediterranean
,Winter Olympics 2022,39.9042,116.4074,2020-01-22,0,0,0,0,
,Yemen,15.552727,48.516388,2020-01-22,0,0,0,0,Eastern Mediterranean
,Zambia,-13.133897,27.849332,2020-01-22,0,0,0,0,Africa
,Zimbabwe,-19.015438,29.154857,2020-01-22,0,0,0,0,Africa
,Afghanistan,33.93911,67.709953,2020-01-23,0,0,0,0,Eastern Mediterranean
,Albania,41.1533,20.1683,2020-01-23,0,0,0,0,Europe
,Algeria,28.0339,1.6596,2020-01-23,0,0,0,0,Africa
,Andorra,42.5063,1.5218,2020-01-23,0,0,0,0,Europe
,Angola,-11.2027,17.8739,2020-01-23,0,0,0,0,Africa
,Antarctica,-71.9499,23.347,2020-01-23,0,0,0,0,
,Antigua and Barbuda,17.0608,-61.7964,2020-01-23,0,0,0,0,Americas
,Argentina,-38.4161,-63.6167,2020-01-23,0,0,0,0,Americas
,Armenia,40.0691,45.0382,2020-01-23,0,0,0,0,Europe
Australian Capital Territory,Australia,-35.4735,149.0124,2020-01-23,0,0,0,0,Western Pacific
New South Wales,Australia,-33.8688,151.2093,2020-01-23,0,0,0,0,Western Pacific
Northern Territory,Australia,-12.4634,130.8456,2020-01-23,0,0,0,0,Western Pacific
Queensland,Australia,-27.4698,153.0251,2020-01-23,0,0,0,0,Western Pacific
South Australia,Australia,-34.9285,138.6007,2020-01-23,0,0,0,0,Western Pacific
Tasmania,Australia,-42.8821,147.3272,2020-01-23,0,0,0,0,Western Pacific
Victoria,Australia,-37.8136,144.9631,2020-01-23,0,0,0,0,Western Pacific
Western Australia,Australia,-31.9505,115.8605,2020-01-23,0,0,0,0,Western Pacific
,Austria,47.5162,14.5501,2020-01-23,0,0,0,0,Europe
,Azerbaijan,40.1431,47.5769,2020-01-23,0,0,0,0,Europe
,Bahamas,25.025885,-78.035889,2020-01-23,0,0,0,0,Americas
,Bahrain,26.0275,50.55,2020-01-23,0,0,0,0,Eastern Mediterranean
,Bangladesh,23.685,90.3563,2020-01-23,0,0,0,0,South-East Asia
,Barbados,13.1939,-59.5432,2020-01-23,0,0,0,0,Americas
,Belarus,53.7098,27.9534,2020-01-23,0,0,0,0,Europe
,Belgium,50.8333,4.469936,2020-01-23,0,0,0,0,Europe
,Belize,17.1899,-88.4976,2020-01-23,0,0,0,0,Americas
,Benin,9.3077,2.3158,2020-01-23,0,0,0,0,Africa
,Bhutan,27.5142,90.4336,2020-01-23,0,0,0,0,South-East Asia
,Bolivia,-16.2902,-63.5887,2020-01-23,0,0,0,0,Americas
,Bosnia and Herzegovina,43.9159,17.6791,2020-01-23,0,0,0,0,Europe
,Botswana,-22.3285,24.6849,2020-01-23,0,0,0,0,Africa
,Brazil,-14.235,-51.9253,2020-01-23,0,0,0,0,Americas
,Brunei,4.5353,114.7277,2020-01-23,0,0,0,0,Western Pacific
,Bulgaria,42.7339,25.4858,2020-01-23,0,0,0,0,Europe
,Burkina Faso,12.2383,-1.5616,2020-01-23,0,0,0,0,Africa
,Burma,21.9162,95.956,2020-01-23,0,0,0,0,South-East Asia
,Burundi,-3.3731,29.9189,2020-01-23,0,0,0,0,Africa
,Cabo Verde,16.5388,-23.0418,2020-01-23,0,0,0,0,Africa
,Cambodia,11.55,104.9167,2020-01-23,0,0,0,0,Western Pacific
,Cameroon,3.848,11.5021,2020-01-23,0,0,0,0,Africa
Alberta,Canada,53.9333,-116.5765,2020-01-23,0,0,0,0,Americas
British Columbia,Canada,53.7267,-127.6476,2020-01-23,0,0,0,0,Americas
Manitoba,Canada,53.7609,-98.8139,2020-01-23,0,0,0,0,Americas
New Brunswick,Canada,46.5653,-66.4619,2020-01-23,0,0,0,0,Americas
Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-01-23,0,0,0,0,Americas
Northwest Territories,Canada,64.8255,-124.8457,2020-01-23,0,0,0,0,Americas
Nova Scotia,Canada,44.682,-63.7443,2020-01-23,0,0,0,0,Americas
Nunavut,Canada,70.2998,-83.1076,2020-01-23,0,0,0,0,Americas
Ontario,Canada,51.2538,-85.3232,2020-01-23,2,0,0,2,Americas
Prince Edward Island,Canada,46.5107,-63.4168,2020-01-23,0,0,0,0,Americas
Quebec,Canada,52.9399,-73.5491,2020-01-23,0,0,0,0,Americas
Repatriated Travellers,Canada,,,2020-01-23,0,0,0,0,Americas
Saskatchewan,Canada,52.9399,-106.4509,2020-01-23,0,0,0,0,Americas
Yukon,Canada,64.2823,-135.0,2020-01-23,0,0,0,0,Americas
,Central African Republic,6.6111,20.9394,2020-01-23,0,0,0,0,Africa
,Chad,15.4542,18.7322,2020-01-23,0,0,0,0,Africa
,Chile,-35.6751,-71.543,2020-01-23,0,0,0,0,Americas
Anhui,China,31.8257,117.2264,2020-01-23,9,0,0,9,Western Pacific
Beijing,China,40.1824,116.4142,2020-01-23,22,0,0,22,Western Pacific
Chongqing,China,30.0572,107.874,2020-01-23,9,0,0,9,Western Pacific
Fujian,China,26.0789,117.9874,2020-01-23,5,0,0,5,Western Pacific
Gansu,China,35.7518,104.2861,2020-01-23,2,0,0,2,Western Pacific
Guangdong,China,23.3417,113.4244,2020-01-23,32,0,2,30,Western Pacific
Guangxi,China,23.8298,108.7881,2020-01-23,5,0,0,5,Western Pacific
Guizhou,China,26.8154,106.8748,2020-01-23,3,0,0,3,Western Pacific
Hainan,China,19.1959,109.7453,2020-01-23,5,0,0,5,Western Pacific
Hebei,China,39.549,116.1306,2020-01-23,1,1,0,0,Western Pacific
Heilongjiang,China,47.862,127.7615,2020-01-23,2,0,0,2,Western Pacific
Henan,China,37.8957,114.9042,2020-01-23,5,0,0,5,Western Pacific
Hong Kong,China,22.3,114.2,2020-01-23,2,0,0,2,Western Pacific
Hubei,China,30.9756,112.2707,2020-01-23,444,17,28,399,Western Pacific
Hunan,China,27.6104,111.7088,2020-01-23,9,0,0,9,Western Pacific
Inner Mongolia,China,44.0935,113.9448,2020-01-23,0,0,0,0,Western Pacific
Jiangsu,China,32.9711,119.455,2020-01-23,5,0,0,5,Western Pacific
Jiangxi,China,27.614,115.7221,2020-01-23,7,0,0,7,Western Pacific
Jilin,China,43.6661,126.1923,2020-01-23,1,0,0,1,Western Pacific
Liaoning,China,41.2956,122.6085,2020-01-23,3,0,0,3,Western Pacific
Macau,China,22.1667,113.55,2020-01-23,2,0,0,2,Western Pacific
Ningxia,China,37.2692,106.1655,2020-01-23,1,0,0,1,Western Pacific
Qinghai,China,35.7452,95.9956,2020-01-23,0,0,0,0,Western Pacific
Shaanxi,China,35.1917,108.8701,2020-01-23,3,0,0,3,Western Pacific
Shandong,China,36.3427,118.1498,2020-01-23,6,0,0,6,Western Pacific
Shanghai,China,31.202,121.4491,2020-01-23,16,0,0,16,Western Pacific
